Row,subj01,subj02,subj03,subj04,subj05,subj06,subj07,subj08,subj09,subj10,subj11,subj12,subj13,subj14,subj15,subj16,subj17,subj18,subj19,subj20,subj21,subj22,subj23,subj24
dwarf,0.534400903431237,0.721358016740752,0.856529132290816,0.921026212972565,1.13932808181108,1.31681503779472,1.2722058526199,0.184101424599207,0.645941484178787,0.951334990266801,0.92150044213509,1.81230725877789,0.551261771861444,0.366181598616857,0.480122055748507,1.37825806237594,0.917062215497127,0.943839553683053,0.735544231760952,0.627017465063243,0.925488157280712,2.02732014619682,1.58716003514879,1.64416195192596
elf,0.792150535311254,0.929442060031354,0.914091573977027,0.779329872515248,1.02935432874051,1.62949160714897,0.799384054074347,1.03279593516293,1.17738174790105,1.16088014230795,1.30938397159664,0.563301566994369,1.49044849429205,0.433003058218474,1.23593638638709,1.40182608669838,0.671566678927402,2.11540145119499,0.582941694051211,1.02069281413263,0.798778387663966,0.497959746229395,1.43246607460797,1.07773041129919
fairy,1.65131597491131,1.51901351602139,0.885310353133921,1.48781157480184,1.55172965582571,2.25484474585745,1.05155567996531,1.58771157668536,1.17738174790105,1.62187947679847,1.4479138035472,0.563301566994369,1.00043803041521,1.43532495224272,1.19994522778525,1.40182608669838,1.57171697968306,1.968956214006,1.04074930718043,1.95119818466027,0.773436433740617,0.497959746229395,2.20593587731206,1.00220620588229
faun,0.534400903431237,1.13752610332196,1.43215354915292,0.0708481702286589,1.35927558795222,0.91480230576784,0.893948413783458,1.97941673540708,1.03244349415861,0.951334990266801,1.42020783715709,0.251050144048488,1.77628793155354,1.20144984363706,1.45188333799811,0.71835338134779,0.889784933656046,0.101779439846349,0.888146769470693,1.73646617607697,-0.164215861423303,1.26263994621311,1.58716003514879,0.888919897756939
genie,1.5224411589713,0.894761386149587,0.971654015663238,0.779329872515248,0.644446192993526,0.557457655077277,0.515690974947016,0.641090776441212,0.887505240416179,0.741789838225655,1.33708993798675,1.50005583583201,-0.020417102661535,0.633467437023323,0.480122055748507,1.40182608669838,1.02617134286145,1.0536734815748,-0.0274684567877533,1.09227015032706,0.874804249434014,0.497959746229395,1.12307815352633,1.3798272329668
ghost,-1.4846378796289,-1.2207597206382,-0.409844584805821,0.212544510685977,-0.565265090782718,-0.201899727640168,-0.146259543016758,-1.05629824468623,-1.16578668760165,-0.180208830755385,-0.54691577654079,0.407175855521429,0.347090745246094,0.767110356226555,-0.0597453232790494,0.223424870576675,-0.937792949696348,-0.703669364693106,-0.752330510909023,0.233342115993855,0.849462295510664,-1.03140065373803,-0.578555412422657,0.0203915354625636
ghoul,-1.22688824774888,-1.18607904675643,-1.12937510588346,-1.2044188938872,-0.977666664797346,-0.827252866348652,-0.68212424803505,-1.12158243780652,-1.18994306322539,-1.56320683422695,-0.380679978200124,-0.997955547735035,-0.142919718630745,-1.60505145963082,-1.03150660552865,-0.954976345545028,-1.04690207706067,-0.0446657973426425,-1.13383685518338,-0.339276573561618,-1.32994574189736,-1.03140065373803,-0.887943333504292,-0.659326313289556
gnome,0.276651271551219,0.651996668977218,1.40337232830982,-0.0708481702286589,1.46924934102278,-0.380572052985449,1.11459858643805,0.282027714279637,0.887505240416179,0.99324402067503,0.64444077823398,0.563301566994369,0.551261771861444,0.199127949612817,0.480122055748507,1.40182608669838,1.10800318838469,0.650949079305069,0.50664042519634,0.698594801257677,0.824120341587315,1.26263994621311,0.658996271903882,0.92668200046539
goblin,-1.4846378796289,-1.35948241616526,-0.668875572393769,-0.354240851143294,-1.00516010306499,-0.916589029021293,-1.12342459334423,-1.08894034124638,-1.16578668760165,-0.599299134837676,-1.15644703712323,-0.997955547735035,-0.183753923953815,-1.13730124241951,-0.599612702306606,-0.931408321222594,-0.610465567603382,-0.337556271720626,-0.0274684567877533,-1.05504993550596,-1.27926183405067,-0.266720453754319,-0.114473530800205,-0.659326313289556
god,0.448484359471231,0.305189930159549,1.54727843252535,0.212544510685977,1.02935432874051,1.09347463111312,1.74502765116545,2.01205883196722,1.17738174790105,-1.56320683422695,1.4479138035472,1.18780441288613,0.551261771861444,-1.20412270202113,0.480122055748507,1.37825806237594,1.57171697968306,-0.484001508909618,1.84191263015657,0.376496788382724,0.773436433740617,2.02732014619682,0.658996271903882,2.28611769796963
golem,-0.496597624088834,-1.04735635122936,-0.00690749300234535,-1.2044188938872,-0.895186349994421,-1.3632698423845,0.0113477231650932,-0.958371955005803,-1.18994306322539,1.11897111189972,-0.463797877370457,-0.373452701843274,0.551261771861444,-0.469086646403346,-0.0597453232790494,0.223424870576675,-0.610465567603382,-0.740280673990354,-0.2945228977798,0.125976111702204,-0.164215861423303,-1.03140065373803,-0.578555412422657,0.0959157408794658
gorgon,0.405526087491228,-0.353742873594023,-1.15815632672656,-0.779329872515248,-0.702732282120927,-0.0232274022948867,-0.871252967453271,-0.272887927242797,-0.0304370332859114,-0.43166301320476,-0.879387373222121,-0.997955547735035,-1.08210644106135,-0.302032997399306,-0.995515446926814,-0.954976345545028,-0.146751776305013,-0.850114601882098,-1.36274066174799,-1.30557061218648,0.849462295510664,-1.03140065373803,-0.887943333504292,-0.168418978079692
gremlin,-1.14097170378888,-1.18607904675643,-0.812781676609296,0.0708481702286589,-0.647745405585644,-1.05059327303025,-0.0201737300712769,-0.827803568765231,-1.18994306322539,-1.01838943891997,-0.768563507661677,-0.373452701843274,-1.49044849429205,-0.368854457000922,-0.491639226501095,-0.931408321222594,-1.04690207706067,-0.850114601882098,0.125134080921988,-1.09083860360318,-0.164215861423303,-1.03140065373803,-0.269167491341022,-0.810374724123361
griffin,0.835108807291257,0.443912625686617,1.48971599083913,1.2044188938872,0.919380575669945,-0.51457629699441,1.08307713320168,0.771659162681784,0.645941484178787,0.99324402067503,1.11544220686587,1.50005583583201,1.36794587832284,-1.00365832321628,0.480122055748507,0.223424870576675,1.48988513415982,0.138390749143597,0.582941694051211,0.197553447896638,0.900146203357363,0.497959746229395,0.658996271903882,0.662347281506232
harpy,0.14777645561121,0.270509256277782,-0.208376038904083,-0.921026212972565,-0.977666664797346,-0.603912459667051,-0.65060279479868,0.0535330383586348,0.911661616039918,-0.347844952388301,1.4479138035472,-0.997955547735035,-0.428759155892234,-0.569318835805771,-0.92353312972314,-0.954976345545028,-0.310415467351496,-0.886725911179346,-0.485276069916977,-0.625585918339354,-0.138873907499953,-1.03140065373803,-0.887943333504292,-0.659326313289556
hydra,-0.238847992208816,-1.2207597206382,-0.841562897452401,-1.2044188938872,-0.482784775979792,-1.05059327303025,-1.18646749981697,0.118817231478921,0.0178757179615671,0.53224468618451,-1.10103510434301,-0.997955547735035,-1.32711167299977,-0.469086646403346,-0.995515446926814,-0.954976345545028,-0.0921972126228522,-0.593835436801362,-0.676029242054153,-0.983472599311525,0.773436433740617,-1.03140065373803,-0.887943333504292,-0.697088415998008
imp,-0.410681080128828,1.20688745108549,-1.10059388504035,0.0708481702286589,0.671939631261168,-0.112563564967527,-0.55603843508957,-0.991014051565946,-0.586033672631914,-1.18602556055288,-0.962505272392454,-0.997955547735035,0.224588129276884,-0.40226518680173,-1.03150660552865,-0.412911786129045,-1.10145664074283,-0.63044674609861,0.277736618631729,-0.589797250242137,0.798778387663966,-0.266720453754319,-0.269167491341022,-0.394991594330399
leprechaun,0.448484359471231,0.86008071226782,0.827747911447711,0.779329872515248,-0.372811022909224,0.110776841714074,0.988512773492568,0.706374969561498,0.718410611050005,0.196972442918677,0.92150044213509,0.563301566994369,0.224588129276884,1.33509276284029,1.41589217939627,1.40182608669838,-0.392247312874738,1.01706217227755,0.163284715349423,0.412285456479941,0.798778387663966,0.497959746229395,1.43246607460797,-0.394991594330399
leviathan,0.319609543531222,-0.38842354747579,-0.496188247335137,-1.2044188938872,-0.757719158656211,-1.49727408639346,-0.366909715671349,-0.30553002380294,0.23528309857522,-0.43166301320476,-1.0733291379529,-0.685704124789154,-1.49044849429205,-0.803193944411428,-0.239701116288235,-0.954976345545028,-1.10145664074283,-0.703669364693106,-1.40089129617542,-0.410853909756052,-1.22857792620397,-1.03140065373803,-0.887943333504292,-0.281705286205045
manticore,-0.367722808148825,-0.94331432958406,0.02187372784076,-0.495937191600612,-0.290330708106299,-1.05059327303025,-0.58755988832594,-0.468740506603656,0.790879737921222,-0.138299800347156,-0.962505272392454,-0.997955547735035,-0.0612513079846049,-0.368854457000922,-1.28344471574151,0.223424870576675,-0.119474494463933,-0.850114601882098,-1.21013812403825,-0.375065241658835,0.824120341587315,0.497959746229395,-0.887943333504292,0.473536767963977
mermaid,1.35060807105129,1.27624879884902,1.3170286657805,1.62950791525915,1.46924934102278,1.36148311913104,0.767862600837977,1.65299576980565,1.17738174790105,0.951334990266801,1.28167800520653,-0.685704124789154,-0.183753923953815,1.3685034926411,1.27192754498892,1.37825806237594,0.917062215497127,1.01706217227755,0.926297403898128,1.30700215891037,0.950830111204061,0.497959746229395,0.658996271903882,1.71968615734286
minotaur,0.104818183631207,0.305189930159549,-0.985469001667928,0.921026212972565,-0.565265090782718,0.736129980422559,-1.09190314010786,-0.795161472205087,0.597628732931308,-0.766935256470592,-0.519209810150679,-0.997955547735035,-1.36794587832284,0.265949409214433,-0.0957364818808865,-0.954976345545028,0.235130169470114,-0.300944962423378,-0.790481145336459,-0.911895263117091,0.773436433740617,0.497959746229395,-0.733249372963475,-0.470515799747301
nymph,0.0618599116512041,1.06816475555842,0.798966690604605,1.2044188938872,1.05684776700816,0.87013422443152,0.862426960547088,0.216743521159351,-0.00628065766217215,0.99324402067503,0.92150044213509,1.50005583583201,0.428759155892234,1.30168203303949,1.0559805933779,1.40182608669838,-0.419524594715818,0.650949079305069,0.239585984204294,1.80804351227141,-1.27926183405067,0.497959746229395,0.658996271903882,0.964444103173841
ogre,-0.883222071908861,-0.561826916884624,-0.870344118295507,1.48781157480184,-0.675238843853285,-0.559244378330731,-0.65060279479868,-0.599308892844229,-1.18994306322539,-0.264026891571843,-1.01791720517268,-0.997955547735035,-0.918769619769073,-0.469086646403346,-0.599612702306606,-0.931408321222594,-0.610465567603382,-0.81350329258485,0.0106821776396819,0.018610107410553,-1.30460378797402,-1.03140065373803,-0.42386145188184,-0.168418978079692
pegasus,1.26469152709129,1.41497149437609,1.57605965336845,1.62950791525915,1.55172965582571,1.76349585115793,1.65046329145634,1.88149044572665,1.17738174790105,1.28660723353263,1.28167800520653,1.81230725877789,1.65378531558433,1.30168203303949,1.16395406918341,1.40182608669838,1.54443969784198,2.37168061627572,2.18526834000349,0.412285456479941,0.824120341587315,0.497959746229395,2.20593587731206,1.45535143838371
phoenix,1.30764979907129,0.721358016740752,1.51849721168224,1.48781157480184,1.57922309409335,0.736129980422559,1.71350619792908,1.35921690076436,1.17738174790105,1.11897111189972,1.4479138035472,1.50005583583201,0.551261771861444,0.600056707222514,1.48787449659995,0.95403362457213,1.54443969784198,1.60284312103352,2.03266580229375,1.84383218036862,0.849462295510664,1.26263994621311,0.658996271903882,1.49311354109216
poltergeist,-1.74238751150892,-1.67160848110117,-1.10059388504035,-0.921026212972565,-1.00516010306499,-1.09526135436657,-0.461474075380459,-0.958371955005803,-1.18994306322539,-1.56320683422695,-1.26727090268367,0.251050144048488,-0.306256539923024,-0.502497376204154,-0.563621543704769,-0.954976345545028,-1.04690207706067,-0.923337220476594,-1.43904193060286,-0.661374586436571,-1.25391988012732,-1.03140065373803,-0.887943333504292,-0.43275369703885
sphinx,0.534400903431237,-0.249700851948722,-0.237157259747188,0.354240851143294,-1.00516010306499,1.13814271244944,0.168954989346944,0.184101424599207,0.815036113544961,1.87333365924784,-0.186738213469348,0.251050144048488,-0.714598593153723,1.30168203303949,0.480122055748507,-0.436479810451479,1.08072590654361,0.394669914224333,-0.2945228977798,-0.410853909756052,0.824120341587315,0.497959746229395,-0.887943333504292,-0.206181080788143
succubus,0.405526087491228,-0.94331432958406,-1.04303144335414,-1.2044188938872,-0.950173226529705,-1.22926559837554,-1.40711767247156,-0.142319541002224,-1.18994306322539,-1.22793459096111,-1.3226828354639,-0.997955547735035,-0.959603825092143,-1.47140854042759,-1.10348892273233,1.37825806237594,-1.10145664074283,-0.740280673990354,-0.981234317473635,-1.26978194408926,-1.27926183405067,-1.00081344573869,-0.114473530800205,-1.41456836745858
thunderbird,1.13581671115128,0.547954647331917,0.39602959880113,0.212544510685977,0.974367452205229,0.691461899086238,1.55589893174723,0.216743521159351,0.597628732931308,0.448426625368052,0.533616912673537,-0.0612012788973927,-0.102085513307675,0.867342545628979,0.480122055748507,0.223424870576675,1.18983503390793,0.687560388602317,0.239585984204294,0.018610107410553,0.874804249434014,1.26263994621311,-0.578555412422657,-0.0551326699543387
titan,0.362567815511225,0.894761386149587,0.539935703016657,-1.2044188938872,-0.950173226529705,-0.380572052985449,0.168954989346944,0.216743521159351,0.911661616039918,0.53224468618451,0.976912374915311,0.87555298994025,0.224588129276884,0.199127949612817,0.480122055748507,-0.954976345545028,1.54443969784198,-0.740280673990354,0.239585984204294,0.0543987755077701,0.798778387663966,0.497959746229395,-0.887943333504292,-0.77261262141491
troll,-1.14097170378888,-1.08203702511113,-1.01425022251103,0.0708481702286589,-0.840199473459137,-0.112563564967527,-1.06038168687149,-0.729877279084801,-1.18994306322539,-0.43166301320476,-0.380679978200124,-0.997955547735035,-1.20460905703056,-0.469086646403346,-1.13948008133416,-0.954976345545028,-0.801406540490945,-0.740280673990354,0.201435349776858,-0.732951922631005,0.925488157280712,-1.03140065373803,-0.42386145188184,-0.394991594330399
unicorn,1.56539943095131,1.69241688543023,1.60484087421156,1.62950791525915,1.63420997062864,1.45081928180368,1.65046329145634,2.01205883196722,1.17738174790105,1.2446982031244,0.0626154840416507,1.81230725877789,0.959603825092143,1.60237860124676,2.27967998584036,1.40182608669838,1.40805328863658,2.66457109065371,2.26156960885836,2.13014152514636,0.925488157280712,2.02732014619682,2.20593587731206,1.71968615734286
vampire,-1.18392997576888,-0.735230286293459,-0.870344118295507,-1.2044188938872,-0.895186349994421,0.110776841714074,-0.871252967453271,-0.860445665325374,-1.14163031197792,-1.56320683422695,-1.01791720517268,-0.997955547735035,-1.49044849429205,-1.70528364903325,-1.31943587434335,-0.931408321222594,-1.07417935890175,-0.81350329258485,0.0106821776396819,-0.482431245950486,-1.27926183405067,-1.03140065373803,-0.733249372963475,-0.848136826831812
warlock,0.319609543531222,0.721358016740752,-0.755219234923085,-1.2044188938872,-0.0428897636975214,-0.201899727640168,-0.934295873926012,-0.20760373412251,-0.755128301998088,-1.01838943891997,0.422793047113093,0.251050144048488,0.551261771861444,-0.201800807996881,-1.03150660552865,-0.954976345545028,-1.07417935890175,-0.593835436801362,-0.332673532207235,-0.983472599311525,-1.27926183405067,-0.266720453754319,-0.578555412422657,-1.37680626475013
werewolf,-0.324764536168822,-0.215020178066955,-0.956687780824823,-1.2044188938872,-1.00516010306499,-0.737916703676012,-0.934295873926012,-1.08894034124638,-1.16578668760165,-0.725026226062363,-1.0733291379529,-0.966730405440447,0.020417102661535,-1.60505145963082,-1.10348892273233,-0.954976345545028,0.235130169470114,-0.557224127504114,-0.408974801062106,-0.625585918339354,-1.32994574189736,-1.03140065373803,-0.42386145188184,-0.206181080788143
witch,-1.05505515982887,0.201147908514248,-0.524969468178242,0.212544510685977,-0.400304461176866,-0.157231646303848,-0.808210060980531,-1.15422453436666,-0.755128301998088,-1.01838943891997,-0.630033675711123,0.251050144048488,0.265422334599954,0.265949409214433,-0.959524288324977,-0.954976345545028,-1.12873392258391,-0.520612818206866,-0.637878607626718,0.0901874436049871,-1.25391988012732,-0.266720453754319,-0.578555412422657,-0.810374724123361
wizard,0.491442631451234,0.825400038386053,1.20190378240808,0.495937191600612,0.69943306952881,1.2721469564584,0.547212428183386,0.9348696454825,0.815036113544961,0.53224468618451,1.06003027408564,0.251050144048488,0.551261771861444,0.332770868816049,0.480122055748507,0.883329551604828,0.235130169470114,-0.300944962423378,1.07889994160787,1.12805881842428,0.824120341587315,0.80383182622288,0.658996271903882,-1.41456836745858
wraith,-0.195889720228814,-0.83927230793876,-1.04303144335414,0.0708481702286589,-0.950173226529705,-0.648580541003371,-0.965817327162382,0.184101424599207,-0.900066555740523,-1.3536616821858,-1.23956493629356,0.563301566994369,-1.2862774676767,-1.07047978281789,-0.563621543704769,-0.954976345545028,-1.04690207706067,-0.63044674609861,-1.28643939289312,-1.05504993550596,-1.27926183405067,-1.03140065373803,-0.42386145188184,-0.77261262141491
zombie,-1.61351269556891,-1.7409698288647,-0.985469001667928,-1.2044188938872,-0.922679788262063,-1.3632698423845,-1.02886023363512,-0.860445665325374,-1.18994306322539,-1.56320683422695,-1.15644703712323,-0.997955547735035,0.020417102661535,-1.70528364903325,-1.28344471574151,-0.931408321222594,-1.04690207706067,-0.923337220476594,0.163284715349423,-1.26978194408926,-1.20323597228062,-1.03140065373803,-0.733249372963475,-0.77261262141491
